Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	politeness	complexity	item1	item2	item	list
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Nonmorph_Kind_Mean	7	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A4OVC	Male	Some High School	English	35	Neg_Low_Nonmorph_Kind_Mean	7	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Nonmorph_Kind_Mean	5	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Nonmorph_Kind_Mean	5	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Nonmorph_Kind_Mean	6	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Nonmorph_Kind_Mean	5	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Nonmorph_Kind_Mean	4	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Nonmorph_Kind_Mean	7	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Nonmorph_Kind_Mean	7	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
AZCGS	Male	Some High School	English	24	Neg_Low_Nonmorph_Kind_Mean	6	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Nonmorph_Kind_Mean	3	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Nonmorph_Kind_Mean	4	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Nonmorph_Kind_Mean	6	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Nonmorph_Kind_Mean	4	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Nonmorph_Kind_Mean	6	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A2QQE	Male	Some High School	English	25	Neg_Low_Nonmorph_Kind_Mean	6	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Nonmorph_Kind_Mean	7	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Nonmorph_Kind_Mean	6	Neg	Low	Nonmorph	Kind	Mean	Kind_Mean	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Nonmorph_Long_Short	5	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Nonmorph_Long_Short	5	Neg	Low	Nonmorph	Long	Short	Long_Short	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Nonmorph_Long_Short	5	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Nonmorph_Long_Short	6	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A171S	Male	Associates degree	english	31	Neg_Low_Nonmorph_Long_Short	6	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Nonmorph_Long_Short	5	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Nonmorph_Long_Short	4	Neg	Low	Nonmorph	Long	Short	Long_Short	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Nonmorph_Long_Short	6	Neg	Low	Nonmorph	Long	Short	Long_Short	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Nonmorph_Long_Short	1	Neg	Low	Nonmorph	Long	Short	Long_Short	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A4OVC	Male	Some High School	English	35	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Nonmorph_Long_Short	6	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Nonmorph_Long_Short	5	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Nonmorph_Long_Short	4	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Nonmorph_Long_Short	5	Neg	Low	Nonmorph	Long	Short	Long_Short	a
AZCGS	Male	Some High School	English	24	Neg_Low_Nonmorph_Long_Short	5	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Nonmorph_Long_Short	2	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Nonmorph_Long_Short	3	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Nonmorph_Long_Short	6	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A2QQE	Male	Some High School	English	25	Neg_Low_Nonmorph_Long_Short	6	Neg	Low	Nonmorph	Long	Short	Long_Short	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Nonmorph_Long_Short	7	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Nonmorph_Long_Short	6	Neg	Low	Nonmorph	Long	Short	Long_Short	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Nonmorph_Polite_Rude	6	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Nonmorph_Polite_Rude	5	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Nonmorph_Polite_Rude	4	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Nonmorph_Polite_Rude	7	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A171S	Male	Associates degree	english	31	Neg_Low_Nonmorph_Polite_Rude	6	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Nonmorph_Polite_Rude	7	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Nonmorph_Polite_Rude	6	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Nonmorph_Polite_Rude	7	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Nonmorph_Polite_Rude	6	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Nonmorph_Polite_Rude	7	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Nonmorph_Polite_Rude	5	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Nonmorph_Polite_Rude	7	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A4OVC	Male	Some High School	English	35	Neg_Low_Nonmorph_Polite_Rude	7	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Nonmorph_Polite_Rude	5	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Nonmorph_Polite_Rude	6	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Nonmorph_Polite_Rude	7	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Nonmorph_Polite_Rude	5	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Nonmorph_Polite_Rude	6	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Nonmorph_Polite_Rude	7	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Nonmorph_Polite_Rude	6	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
AZCGS	Male	Some High School	English	24	Neg_Low_Nonmorph_Polite_Rude	6	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Nonmorph_Polite_Rude	6	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Nonmorph_Polite_Rude	5	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Nonmorph_Polite_Rude	3	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Nonmorph_Polite_Rude	5	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Nonmorph_Polite_Rude	4	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A2QQE	Male	Some High School	English	25	Neg_Low_Nonmorph_Polite_Rude	5	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Nonmorph_Polite_Rude	7	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Nonmorph_Polite_Rude	2	Neg	Low	Nonmorph	Polite	Rude	Polite_Rude	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Nonmorph_Rich_Poor	6	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Nonmorph_Rich_Poor	5	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Nonmorph_Rich_Poor	3	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Nonmorph_Rich_Poor	3	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A171S	Male	Associates degree	english	31	Neg_Low_Nonmorph_Rich_Poor	5	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Nonmorph_Rich_Poor	7	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Nonmorph_Rich_Poor	5	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Nonmorph_Rich_Poor	2	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Nonmorph_Rich_Poor	6	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Nonmorph_Rich_Poor	7	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Nonmorph_Rich_Poor	1	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Nonmorph_Rich_Poor	7	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A4OVC	Male	Some High School	English	35	Neg_Low_Nonmorph_Rich_Poor	6	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Nonmorph_Rich_Poor	5	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Nonmorph_Rich_Poor	7	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Nonmorph_Rich_Poor	7	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Nonmorph_Rich_Poor	5	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Nonmorph_Rich_Poor	4	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Nonmorph_Rich_Poor	7	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Nonmorph_Rich_Poor	7	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
AZCGS	Male	Some High School	English	24	Neg_Low_Nonmorph_Rich_Poor	5	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Nonmorph_Rich_Poor	6	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Nonmorph_Rich_Poor	4	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Nonmorph_Rich_Poor	6	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Nonmorph_Rich_Poor	5	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Nonmorph_Rich_Poor	5	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A2QQE	Male	Some High School	English	25	Neg_Low_Nonmorph_Rich_Poor	5	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Nonmorph_Rich_Poor	7	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Nonmorph_Rich_Poor	6	Neg	Low	Nonmorph	Rich	Poor	Rich_Poor	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Nonmorph_Satisfactory_Frustrating	3	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Nonmorph_Satisfactory_Frustrating	5	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Nonmorph_Satisfactory_Frustrating	6	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Nonmorph_Satisfactory_Frustrating	3	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A171S	Male	Associates degree	english	31	Neg_Low_Nonmorph_Satisfactory_Frustrating	6	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Nonmorph_Satisfactory_Frustrating	7	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Nonmorph_Satisfactory_Frustrating	6	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Nonmorph_Satisfactory_Frustrating	3	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Nonmorph_Satisfactory_Frustrating	6	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Nonmorph_Satisfactory_Frustrating	7	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Nonmorph_Satisfactory_Frustrating	7	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Nonmorph_Satisfactory_Frustrating	6	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A4OVC	Male	Some High School	English	35	Neg_Low_Nonmorph_Satisfactory_Frustrating	6	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Nonmorph_Satisfactory_Frustrating	4	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Nonmorph_Satisfactory_Frustrating	5	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Nonmorph_Satisfactory_Frustrating	7	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Nonmorph_Satisfactory_Frustrating	7	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Nonmorph_Satisfactory_Frustrating	5	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Nonmorph_Satisfactory_Frustrating	7	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Nonmorph_Satisfactory_Frustrating	6	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AZCGS	Male	Some High School	English	24	Neg_Low_Nonmorph_Satisfactory_Frustrating	6	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Nonmorph_Satisfactory_Frustrating	2	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Nonmorph_Satisfactory_Frustrating	5	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Nonmorph_Satisfactory_Frustrating	6	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Nonmorph_Satisfactory_Frustrating	5	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Nonmorph_Satisfactory_Frustrating	5	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2QQE	Male	Some High School	English	25	Neg_Low_Nonmorph_Satisfactory_Frustrating	5	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Nonmorph_Satisfactory_Frustrating	7	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Nonmorph_Satisfactory_Frustrating	2	Neg	Low	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Nonmorph_Strong_Weak	3	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Nonmorph_Strong_Weak	5	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Nonmorph_Strong_Weak	3	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Nonmorph_Strong_Weak	7	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A171S	Male	Associates degree	english	31	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Nonmorph_Strong_Weak	7	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Nonmorph_Strong_Weak	5	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Nonmorph_Strong_Weak	7	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Nonmorph_Strong_Weak	7	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A4OVC	Male	Some High School	English	35	Neg_Low_Nonmorph_Strong_Weak	7	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Nonmorph_Strong_Weak	5	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Nonmorph_Strong_Weak	5	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Nonmorph_Strong_Weak	7	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Nonmorph_Strong_Weak	5	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Nonmorph_Strong_Weak	7	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Nonmorph_Strong_Weak	5	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
AZCGS	Male	Some High School	English	24	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Nonmorph_Strong_Weak	5	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A2QQE	Male	Some High School	English	25	Neg_Low_Nonmorph_Strong_Weak	6	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Nonmorph_Strong_Weak	7	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Nonmorph_Strong_Weak	5	Neg	Low	Nonmorph	Strong	Weak	Strong_Weak	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Nonmorph_Tall_Short	6	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Nonmorph_Tall_Short	5	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Nonmorph_Tall_Short	6	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Nonmorph_Tall_Short	NA	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
A171S	Male	Associates degree	english	31	Neg_Low_Nonmorph_Tall_Short	6	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Nonmorph_Tall_Short	7	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Nonmorph_Tall_Short	5	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Nonmorph_Tall_Short	2	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Nonmorph_Tall_Short	5	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Nonmorph_Tall_Short	6	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Nonmorph_Tall_Short	1	Neg	Low	Nonmorph	Tall	Short	Tall_Short	a
