Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	complexity	context	item1	item2	list	item	adjective
A34XU	Female	Bachelors degree	English	24	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	2	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A1V2H	Male	Some college, no degree	English	60	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	4	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A95E6	Female	Bachelors degree	ENGLISH	35	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	NA	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A1BVG	Female	High School Graduate	english	43	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A2RWL	Male	Bachelors degree	Chinese	28	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	4	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A2D34	Male	Bachelors degree	english	56	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	NA	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
ASTR3	Male	Associates degree	english	30	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	4	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
AOFDU	Female	Bachelors degree	english	31	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	5	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
ARWN6	Male	Bachelors degree	english	33	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	5	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A1GKD	Female	Associates degree	eng	58	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	4	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
AQ9WD	Female	Bachelors degree	English	26	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A2GJJ	Male	Bachelors degree	ENGLISH	28	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
AEF74	Male	Bachelors degree	English	41	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	5	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A2TKF	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Satisfactory_Unsatisfactory	6	Neg	Morph	Nonstand	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory	unsatisfactory
A2RHE	Female	High School Graduate	English	30	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A15GL	Male	Bachelors degree	English	32	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A3W0K	Male	Bachelors degree	English	25	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A1ETE	Female	Some college, no degree	English	47	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A1Z8A	Male	Bachelors degree	english	30	Nonstand_Neg_Morph_Useful_Useless	6	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2JCX	Male	Bachelors degree	english	35	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A3LVO	Female	Bachelors degree	English	28	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A1MTR	Female	Associates degree	English	57	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2YTO	Female	Associates degree	English	46	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A23NU	Female	Bachelors degree	English	22	Nonstand_Neg_Morph_Useful_Useless	3	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
AYCHP	Female	Bachelors degree	English	46	Nonstand_Neg_Morph_Useful_Useless	4	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2B3E	Male	Bachelors degree	English	31	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A1WVL	Male	Bachelors degree	English	29	Nonstand_Neg_Morph_Useful_Useless	6	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2QBF	Male	Associates degree	English	38	Nonstand_Neg_Morph_Useful_Useless	6	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A3KWA	Male	High School Graduate	English	31	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
AERTM	Male	Bachelors degree	english	30	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A3EZ3	Male	High School Graduate	English	40	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2PIF	Female	Some college, no degree	english	21	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A3D2G	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A3VL1	Male	Bachelors degree	English	56	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A3LET	Male	Bachelors degree	english	23	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Nonstand_Neg_Morph_Useful_Useless	6	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A1NLK	Male	Bachelors degree	english	58	Nonstand_Neg_Morph_Useful_Useless	NA	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2541	Male	Associates degree	English	29	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A230G	Female	Some college, no degree	English	28	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A3KP8	Female	Associates degree	English	56	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A4W9A	Male	Bachelors degree	english	39	Nonstand_Neg_Morph_Useful_Useless	6	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A34XU	Female	Bachelors degree	English	24	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A1V2H	Male	Some college, no degree	English	60	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A95E6	Female	Bachelors degree	ENGLISH	35	Nonstand_Neg_Morph_Useful_Useless	NA	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A1BVG	Female	High School Graduate	english	43	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2RWL	Male	Bachelors degree	Chinese	28	Nonstand_Neg_Morph_Useful_Useless	4	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2D34	Male	Bachelors degree	english	56	Nonstand_Neg_Morph_Useful_Useless	NA	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
ASTR3	Male	Associates degree	english	30	Nonstand_Neg_Morph_Useful_Useless	6	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
AOFDU	Female	Bachelors degree	english	31	Nonstand_Neg_Morph_Useful_Useless	6	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
ARWN6	Male	Bachelors degree	english	33	Nonstand_Neg_Morph_Useful_Useless	4	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A1GKD	Female	Associates degree	eng	58	Nonstand_Neg_Morph_Useful_Useless	4	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
AQ9WD	Female	Bachelors degree	English	26	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2GJJ	Male	Bachelors degree	ENGLISH	28	Nonstand_Neg_Morph_Useful_Useless	7	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
AEF74	Male	Bachelors degree	English	41	Nonstand_Neg_Morph_Useful_Useless	5	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2TKF	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Useful_Useless	6	Neg	Morph	Nonstand	Useful	Useless	a	Useful_Useless	useless
A2RHE	Female	High School Graduate	English	30	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Nonmorph_Good_Bad	2	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A15GL	Male	Bachelors degree	English	32	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A3W0K	Male	Bachelors degree	English	25	Nonstand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A1ETE	Female	Some college, no degree	English	47	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A1Z8A	Male	Bachelors degree	english	30	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2JCX	Male	Bachelors degree	english	35	Nonstand_Neg_Nonmorph_Good_Bad	2	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A3LVO	Female	Bachelors degree	English	28	Nonstand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A1MTR	Female	Associates degree	English	57	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2YTO	Female	Associates degree	English	46	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A23NU	Female	Bachelors degree	English	22	Nonstand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
AYCHP	Female	Bachelors degree	English	46	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2B3E	Male	Bachelors degree	English	31	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A1WVL	Male	Bachelors degree	English	29	Nonstand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2QBF	Male	Associates degree	English	38	Nonstand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A3KWA	Male	High School Graduate	English	31	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
AERTM	Male	Bachelors degree	english	30	Nonstand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A3EZ3	Male	High School Graduate	English	40	Nonstand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2PIF	Female	Some college, no degree	english	21	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A3D2G	Female	Bachelors degree	english	35	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A3VL1	Male	Bachelors degree	English	56	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A3LET	Male	Bachelors degree	english	23	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Nonstand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A1NLK	Male	Bachelors degree	english	58	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2541	Male	Associates degree	English	29	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A230G	Female	Some college, no degree	English	28	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A3KP8	Female	Associates degree	English	56	Nonstand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A4W9A	Male	Bachelors degree	english	39	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A34XU	Female	Bachelors degree	English	24	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A1V2H	Male	Some college, no degree	English	60	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A95E6	Female	Bachelors degree	ENGLISH	35	Nonstand_Neg_Nonmorph_Good_Bad	NA	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A1BVG	Female	High School Graduate	english	43	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2RWL	Male	Bachelors degree	Chinese	28	Nonstand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2D34	Male	Bachelors degree	english	56	Nonstand_Neg_Nonmorph_Good_Bad	NA	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
ASTR3	Male	Associates degree	english	30	Nonstand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
AOFDU	Female	Bachelors degree	english	31	Nonstand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
ARWN6	Male	Bachelors degree	english	33	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A1GKD	Female	Associates degree	eng	58	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
AQ9WD	Female	Bachelors degree	English	26	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2GJJ	Male	Bachelors degree	ENGLISH	28	Nonstand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
AEF74	Male	Bachelors degree	English	41	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2TKF	Female	Bachelors degree	english	35	Nonstand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Nonstand	Good	Bad	a	Good_Bad	bad
A2RHE	Female	High School Graduate	English	30	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A15GL	Male	Bachelors degree	English	32	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A3W0K	Male	Bachelors degree	English	25	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A1ETE	Female	Some college, no degree	English	47	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A1Z8A	Male	Bachelors degree	english	30	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2JCX	Male	Bachelors degree	english	35	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A3LVO	Female	Bachelors degree	English	28	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A1MTR	Female	Associates degree	English	57	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2YTO	Female	Associates degree	English	46	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A23NU	Female	Bachelors degree	English	22	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
AYCHP	Female	Bachelors degree	English	46	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2B3E	Male	Bachelors degree	English	31	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A1WVL	Male	Bachelors degree	English	29	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2QBF	Male	Associates degree	English	38	Nonstand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A3KWA	Male	High School Graduate	English	31	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
AERTM	Male	Bachelors degree	english	30	Nonstand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A3EZ3	Male	High School Graduate	English	40	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2PIF	Female	Some college, no degree	english	21	Nonstand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A3D2G	Female	Bachelors degree	english	35	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A3VL1	Male	Bachelors degree	English	56	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A3LET	Male	Bachelors degree	english	23	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Nonstand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A1NLK	Male	Bachelors degree	english	58	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2541	Male	Associates degree	English	29	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A230G	Female	Some college, no degree	English	28	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A3KP8	Female	Associates degree	English	56	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A4W9A	Male	Bachelors degree	english	39	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A34XU	Female	Bachelors degree	English	24	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A1V2H	Male	Some college, no degree	English	60	Nonstand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A95E6	Female	Bachelors degree	ENGLISH	35	Nonstand_Neg_Nonmorph_Happy_Sad	NA	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A1BVG	Female	High School Graduate	english	43	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2RWL	Male	Bachelors degree	Chinese	28	Nonstand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2D34	Male	Bachelors degree	english	56	Nonstand_Neg_Nonmorph_Happy_Sad	NA	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
ASTR3	Male	Associates degree	english	30	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
AOFDU	Female	Bachelors degree	english	31	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
ARWN6	Male	Bachelors degree	english	33	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A1GKD	Female	Associates degree	eng	58	Nonstand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
AQ9WD	Female	Bachelors degree	English	26	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2GJJ	Male	Bachelors degree	ENGLISH	28	Nonstand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
AEF74	Male	Bachelors degree	English	41	Nonstand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2TKF	Female	Bachelors degree	english	35	Nonstand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Nonstand	Happy	Sad	a	Happy_Sad	sad
A2RHE	Female	High School Graduate	English	30	Stand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
A15GL	Male	Bachelors degree	English	32	Stand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
A3W0K	Male	Bachelors degree	English	25	Stand_Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
A1ETE	Female	Some college, no degree	English	47	Stand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
A1Z8A	Male	Bachelors degree	english	30	Stand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
A2JCX	Male	Bachelors degree	english	35	Stand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
A3LVO	Female	Bachelors degree	English	28	Stand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
A1MTR	Female	Associates degree	English	57	Stand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Stand	Kind	Mean	a	Kind_Mean	mean
